año,region,sector_inversion,proyecto,inversion_total,inversion_ejecutada,porcentaje_avance,fecha_inicio,fecha_termino_estimada
2025,Los Ríos,Desarrollo Social,Proyecto Desarrollo Social 3 - Los Ríos,1320894340,934500334,70.7,2024-09-01,2025-08-30
2025,Los Ríos,Desarrollo Social,Proyecto Desarrollo Social 4 - Los Ríos,1130490963,973559427,86.1,2024-02-01,2025-11-30
2025,Los Ríos,Desarrollo Social,Proyecto Desarrollo Social 5 - Los Ríos,1837049380,1379648022,75.1,2024-09-01,2025-09-30
2025,Los Ríos,Desarrollo Social,Proyecto Desarrollo Social 6 - Los Ríos,383084526,199701594,52.1,2024-12-01,2025-09-30
2025,Los Lagos,Educación,Proyecto Educación 1 - Los Lagos,1553278196,1165562237,75.0,2024-02-01,2025-09-30
2025,Los Lagos,Educación,Proyecto Educación 2 - Los Lagos,1915495022,219489039,11.5,2024-07-01,2025-08-30
2025,Los Lagos,Educación,Proyecto Educación 3 - Los Lagos,114369462,70678014,61.8,2024-12-01,2025-12-30
2025,Los Lagos,Educación,Proyecto Educación 4 - Los Lagos,562616363,473513479,84.2,2024-04-01,2025-10-30
2025,Los Lagos,Salud,Proyecto Salud 1 - Los Lagos,768083105,139128010,18.1,2024-04-01,2025-10-30
2025,Los Lagos,Salud,Proyecto Salud 2 - Los Lagos,641258513,221767696,34.6,2024-12-01,2025-08-30
2025,Los Lagos,Salud,Proyecto Salud 3 - Los Lagos,1203770901,206688753,17.2,2024-02-01,2025-07-30
2025,Los Lagos,Salud,Proyecto Salud 4 - Los Lagos,617985601,266252472,43.1,2024-09-01,2025-11-30
2025,Los Lagos,Salud,Proyecto Salud 5 - Los Lagos,444183764,286451570,64.5,2024-10-01,2025-12-30
2025,Los Lagos,Salud,Proyecto Salud 6 - Los Lagos,1097810428,732499747,66.7,2024-08-01,2025-06-30
2025,Los Lagos,Infraestructura,Proyecto Infraestructura 1 - Los Lagos,451934048,377004283,83.4,2024-04-01,2025-09-30
2025,Los Lagos,Infraestructura,Proyecto Infraestructura 2 - Los Lagos,265374028,199720206,75.3,2024-12-01,2025-10-30
2025,Los Lagos,Infraestructura,Proyecto Infraestructura 3 - Los Lagos,1302987613,1122032177,86.1,2024-07-01,2025-11-30
2025,Los Lagos,Agua Potable,Proyecto Agua Potable 1 - Los Lagos,1078832823,620146394,57.5,2024-10-01,2025-06-30
2025,Los Lagos,Agua Potable,Proyecto Agua Potable 2 - Los Lagos,1328551235,318611502,24.0,2024-09-01,2025-10-30
2025,Los Lagos,Agua Potable,Proyecto Agua Potable 3 - Los Lagos,1821193099,1303893689,71.6,2024-01-01,2025-07-30
2025,Los Lagos,Agua Potable,Proyecto Agua Potable 4 - Los Lagos,585725495,200112179,34.2,2024-08-01,2025-08-30
2025,Los Lagos,Agua Potable,Proyecto Agua Potable 5 - Los Lagos,1717231095,1094116166,63.7,2024-09-01,2025-07-30
2025,Los Lagos,Agua Potable,Proyecto Agua Potable 6 - Los Lagos,1556646656,342093610,22.0,2024-07-01,2025-07-30
2025,Los Lagos,Agua Potable,Proyecto Agua Potable 7 - Los Lagos,390669221,112586364,28.8,2024-12-01,2025-07-30
2025,Los Lagos,Energía,Proyecto Energía 1 - Los Lagos,511805620,90370359,17.7,2024-05-01,2025-12-30
2025,Los Lagos,Energía,Proyecto Energía 2 - Los Lagos,537467720,142401498,26.5,2024-11-01,2025-07-30
2025,Los Lagos,Transporte,Proyecto Transporte 1 - Los Lagos,842721392,485054479,57.6,2024-09-01,2025-07-30
2025,Los Lagos,Transporte,Proyecto Transporte 2 - Los Lagos,621626482,359074788,57.8,2024-02-01,2025-08-30
2025,Los Lagos,Conectividad,Proyecto Conectividad 1 - Los Lagos,913579268,615823880,67.4,2024-01-01,2025-08-30
2025,Los Lagos,Conectividad,Proyecto Conectividad 2 - Los Lagos,1983386388,402063027,20.3,2024-03-01,2025-09-30
2025,Los Lagos,Conectividad,Proyecto Conectividad 3 - Los Lagos,1476243752,830696433,56.3,2024-07-01,2025-10-30
2025,Los Lagos,Desarrollo Social,Proyecto Desarrollo Social 1 - Los Lagos,603301349,371773518,61.6,2024-04-01,2025-08-30
2025,Los Lagos,Desarrollo Social,Proyecto Desarrollo Social 2 - Los Lagos,862257036,339354072,39.4,2024-06-01,2025-06-30
2025,Los Lagos,Desarrollo Social,Proyecto Desarrollo Social 3 - Los Lagos,1272595988,577666887,45.4,2024-12-01,2025-07-30
2025,Los Lagos,Desarrollo Social,Proyecto Desarrollo Social 4 - Los Lagos,1372244970,213995132,15.6,2024-05-01,2025-11-30
2025,Los Lagos,Desarrollo Social,Proyecto Desarrollo Social 5 - Los Lagos,1226342784,789894187,64.4,2024-12-01,2025-10-30
2025,Los Lagos,Desarrollo Social,Proyecto Desarrollo Social 6 - Los Lagos,968031425,244195501,25.2,2024-02-01,2025-12-30
2025,Los Lagos,Desarrollo Social,Proyecto Desarrollo Social 7 - Los Lagos,819105204,319742154,39.0,2024-03-01,2025-07-30
2025,Aysén,Educación,Proyecto Educación 1 - Aysén,733782143,414131970,56.4,2024-10-01,2025-09-30
2025,Aysén,Educación,Proyecto Educación 2 - Aysén,1927164898,1171654659,60.8,2024-09-01,2025-12-30
2025,Aysén,Educación,Proyecto Educación 3 - Aysén,1118072600,198280291,17.7,2024-09-01,2025-12-30
2025,Aysén,Educación,Proyecto Educación 4 - Aysén,1536710324,580964432,37.8,2024-12-01,2025-09-30
2025,Aysén,Educación,Proyecto Educación 5 - Aysén,1002284432,406948551,40.6,2024-07-01,2025-09-30
2025,Aysén,Educación,Proyecto Educación 6 - Aysén,1950912794,226347018,11.6,2024-04-01,2025-09-30
2025,Aysén,Educación,Proyecto Educación 7 - Aysén,562947760,358736633,63.7,2024-04-01,2025-11-30
2025,Aysén,Salud,Proyecto Salud 1 - Aysén,269336421,189671107,70.4,2024-01-01,2025-10-30
2025,Aysén,Salud,Proyecto Salud 2 - Aysén,1669528497,1211447392,72.6,2024-02-01,2025-10-30
2025,Aysén,Salud,Proyecto Salud 3 - Aysén,168704722,57781820,34.3,2024-02-01,2025-10-30
2025,Aysén,Salud,Proyecto Salud 4 - Aysén,784259174,133413619,17.0,2024-11-01,2025-06-30
2025,Aysén,Salud,Proyecto Salud 5 - Aysén,1152224257,396848443,34.4,2024-04-01,2025-11-30
2025,Aysén,Salud,Proyecto Salud 6 - Aysén,949684826,551268743,58.0,2024-07-01,2025-11-30
2025,Aysén,Salud,Proyecto Salud 7 - Aysén,1846844749,918935994,49.8,2024-06-01,2025-09-30
2025,Aysén,Infraestructura,Proyecto Infraestructura 1 - Aysén,842981249,422268190,50.1,2024-01-01,2025-07-30
2025,Aysén,Infraestructura,Proyecto Infraestructura 2 - Aysén,1125491975,677951393,60.2,2024-08-01,2025-07-30
2025,Aysén,Infraestructura,Proyecto Infraestructura 3 - Aysén,1749307711,1302779984,74.5,2024-07-01,2025-09-30
2025,Aysén,Infraestructura,Proyecto Infraestructura 4 - Aysén,1655596507,592740605,35.8,2024-03-01,2025-07-30
2025,Aysén,Infraestructura,Proyecto Infraestructura 5 - Aysén,392203184,109382153,27.9,2024-04-01,2025-07-30
2025,Aysén,Infraestructura,Proyecto Infraestructura 6 - Aysén,1317846946,998907494,75.8,2024-09-01,2025-10-30
2025,Aysén,Agua Potable,Proyecto Agua Potable 1 - Aysén,696082613,407275678,58.5,2024-01-01,2025-11-30
2025,Aysén,Agua Potable,Proyecto Agua Potable 2 - Aysén,1806697091,1379351664,76.3,2024-04-01,2025-08-30
2025,Aysén,Agua Potable,Proyecto Agua Potable 3 - Aysén,1910315302,1452146453,76.0,2024-05-01,2025-07-30
2025,Aysén,Agua Potable,Proyecto Agua Potable 4 - Aysén,229527387,27692370,12.1,2024-09-01,2025-12-30
2025,Aysén,Agua Potable,Proyecto Agua Potable 5 - Aysén,1929918712,1041429738,54.0,2024-12-01,2025-10-30
2025,Aysén,Agua Potable,Proyecto Agua Potable 6 - Aysén,1879253430,1505064293,80.1,2024-12-01,2025-12-30
2025,Aysén,Agua Potable,Proyecto Agua Potable 7 - Aysén,1317569997,359473341,27.3,2024-02-01,2025-09-30
2025,Aysén,Energía,Proyecto Energía 1 - Aysén,834275598,460147102,55.2,2024-02-01,2025-07-30
2025,Aysén,Energía,Proyecto Energía 2 - Aysén,502335166,244979451,48.8,2024-02-01,2025-10-30
2025,Aysén,Energía,Proyecto Energía 3 - Aysén,1277045727,431493367,33.8,2024-07-01,2025-08-30
2025,Aysén,Energía,Proyecto Energía 4 - Aysén,424263041,67756441,16.0,2024-12-01,2025-11-30
2025,Aysén,Transporte,Proyecto Transporte 1 - Aysén,291987040,190880417,65.4,2024-12-01,2025-06-30
2025,Aysén,Transporte,Proyecto Transporte 2 - Aysén,1067902043,958289889,89.7,2024-01-01,2025-10-30
2025,Aysén,Transporte,Proyecto Transporte 3 - Aysén,1268916932,437780017,34.5,2024-04-01,2025-09-30
2025,Aysén,Transporte,Proyecto Transporte 4 - Aysén,1101378781,485561236,44.1,2024-05-01,2025-09-30
2025,Aysén,Transporte,Proyecto Transporte 5 - Aysén,869117015,541686423,62.3,2024-03-01,2025-12-30
2025,Aysén,Transporte,Proyecto Transporte 6 - Aysén,1098458781,533090699,48.5,2024-07-01,2025-10-30
2025,Aysén,Transporte,Proyecto Transporte 7 - Aysén,835449644,727724946,87.1,2024-07-01,2025-07-30
2025,Aysén,Conectividad,Proyecto Conectividad 1 - Aysén,1014553888,117032668,11.5,2024-05-01,2025-07-30
2025,Aysén,Conectividad,Proyecto Conectividad 2 - Aysén,1393852171,350910478,25.2,2024-05-01,2025-06-30
2025,Aysén,Conectividad,Proyecto Conectividad 3 - Aysén,714650750,548453496,76.7,2024-05-01,2025-10-30
2025,Aysén,Conectividad,Proyecto Conectividad 4 - Aysén,1622920512,1408145346,86.8,2024-04-01,2025-06-30
2025,Aysén,Conectividad,Proyecto Conectividad 5 - Aysén,308498777,166085743,53.8,2024-05-01,2025-09-30
2025,Aysén,Conectividad,Proyecto Conectividad 6 - Aysén,605436628,132826876,21.9,2024-04-01,2025-07-30
2025,Aysén,Conectividad,Proyecto Conectividad 7 - Aysén,716884261,494568172,69.0,2024-08-01,2025-08-30
2025,Aysén,Desarrollo Social,Proyecto Desarrollo Social 1 - Aysén,1266754491,997761943,78.8,2024-10-01,2025-10-30
2025,Aysén,Desarrollo Social,Proyecto Desarrollo Social 2 - Aysén,1916822162,395854452,20.7,2024-01-01,2025-06-30
2025,Magallanes,Educación,Proyecto Educación 1 - Magallanes,1407455941,633471287,45.0,2024-01-01,2025-07-30
2025,Magallanes,Educación,Proyecto Educación 2 - Magallanes,1867605881,564851322,30.2,2024-08-01,2025-10-30
2025,Magallanes,Salud,Proyecto Salud 1 - Magallanes,1310682805,822431359,62.7,2024-11-01,2025-11-30
2025,Magallanes,Salud,Proyecto Salud 2 - Magallanes,1309672396,774208734,59.1,2024-12-01,2025-12-30
2025,Magallanes,Salud,Proyecto Salud 3 - Magallanes,1084975241,238841242,22.0,2024-12-01,2025-06-30
2025,Magallanes,Salud,Proyecto Salud 4 - Magallanes,942218866,130275567,13.8,2024-08-01,2025-06-30
2025,Magallanes,Salud,Proyecto Salud 5 - Magallanes,1517793789,952003411,62.7,2024-03-01,2025-08-30
2025,Magallanes,Infraestructura,Proyecto Infraestructura 1 - Magallanes,1917352656,1322986155,69.0,2024-10-01,2025-12-30
2025,Magallanes,Infraestructura,Proyecto Infraestructura 2 - Magallanes,663417604,251941183,38.0,2024-03-01,2025-12-30
2025,Magallanes,Agua Potable,Proyecto Agua Potable 1 - Magallanes,451871578,108127206,23.9,2024-05-01,2025-10-30
2025,Magallanes,Agua Potable,Proyecto Agua Potable 2 - Magallanes,1354575167,963777698,71.1,2024-10-01,2025-11-30
2025,Magallanes,Agua Potable,Proyecto Agua Potable 3 - Magallanes,256973560,131500070,51.2,2024-01-01,2025-12-30
2025,Magallanes,Agua Potable,Proyecto Agua Potable 4 - Magallanes,1586721356,447890079,28.2,2024-09-01,2025-07-30
2025,Magallanes,Energía,Proyecto Energía 1 - Magallanes,119812628,36462671,30.4,2024-04-01,2025-11-30
2025,Magallanes,Energía,Proyecto Energía 2 - Magallanes,231583181,200982061,86.8,2024-07-01,2025-11-30
2025,Magallanes,Energía,Proyecto Energía 3 - Magallanes,1802047735,644722948,35.8,2024-04-01,2025-09-30
2025,Magallanes,Transporte,Proyecto Transporte 1 - Magallanes,1961943625,1140880561,58.2,2024-05-01,2025-12-30
2025,Magallanes,Transporte,Proyecto Transporte 2 - Magallanes,1089459469,646267119,59.3,2024-02-01,2025-08-30
2025,Magallanes,Transporte,Proyecto Transporte 3 - Magallanes,183097689,34540714,18.9,2024-02-01,2025-12-30
2025,Magallanes,Transporte,Proyecto Transporte 4 - Magallanes,280522228,112431713,40.1,2024-12-01,2025-07-30
2025,Magallanes,Conectividad,Proyecto Conectividad 1 - Magallanes,410999222,131122333,31.9,2024-04-01,2025-10-30
2025,Magallanes,Conectividad,Proyecto Conectividad 2 - Magallanes,1384366323,687806170,49.7,2024-01-01,2025-10-30
2025,Magallanes,Desarrollo Social,Proyecto Desarrollo Social 1 - Magallanes,1375764376,486384961,35.4,2024-07-01,2025-06-30
2025,Magallanes,Desarrollo Social,Proyecto Desarrollo Social 2 - Magallanes,591020078,316321784,53.5,2024-05-01,2025-10-30
2025,Magallanes,Desarrollo Social,Proyecto Desarrollo Social 3 - Magallanes,520020405,459031280,88.3,2024-08-01,2025-11-30
2025,Magallanes,Desarrollo Social,Proyecto Desarrollo Social 4 - Magallanes,1575250148,984420240,62.5,2024-11-01,2025-11-30
