comuna,tipo_propiedad,metros_totales,metros_construidos,dormitorios,banos,estacionamientos,antiguedad_anos,piso,orientacion,gastos_comunes,cercania_metro,ascensor,precio
La Reina,Casa,134.90261050535878,25.0,3,2,0,12,1,Oeste,62789.24519195862,True,False,45641000.0
Conchalí,Casa,170.09637744775972,78.24813399436823,5,1,1,3,1,Suroriente,63372.432936685254,True,False,64551000.0
Ñuñoa,Departamento,58.09186125972164,58.09186125972164,2,4,1,13,3,Nororiente,79426.69341063537,False,True,93957000.0
La Florida,Departamento,121.24261691223221,109.65900254727762,5,3,2,32,4,Oeste,133736.89894927858,True,False,123637000.0
Macul,Casa,85.89828084003429,85.89828084003429,5,3,1,27,1,Sur,81540.02302893242,True,False,143391000.0
La Florida,Departamento,61.27550587534308,47.627495155290305,3,1,3,36,13,Oeste,132208.1277293434,True,True,33122000.0
Providencia,Casa,43.17741297548855,43.17741297548855,4,3,2,7,1,Este,133242.2575597476,True,False,157890000.0
San Miguel,Casa,60.46757139106497,60.46757139106497,5,4,2,33,1,Surponiente,96493.78030628106,False,False,113854000.0
La Reina,Casa,123.00145028760062,41.769514861778454,4,2,3,4,1,Nororiente,116868.14477153475,True,False,132447000.0
Maipú,Casa,39.457777221912664,39.457777221912664,1,3,3,4,1,Surponiente,93604.38036568437,True,False,42030000.0
Providencia,Departamento,92.46364879556813,79.02239891563922,4,4,3,30,7,Este,104463.01133617738,True,True,241757000.0
San Miguel,Departamento,160.65972034264487,98.81526331152135,2,3,2,8,24,Este,79556.85127678927,True,False,178626000.0
Huechuraba,Departamento,142.4505481709468,81.80304832903565,2,1,2,31,16,Norponiente,124205.23448914083,False,True,50285000.0
Conchalí,Casa,93.47461885309215,87.28488911708094,5,3,2,32,1,Suroriente,89972.70672700834,True,False,80684000.0
Providencia,Casa,204.48452066793618,115.67262120966764,4,3,3,2,1,Sur,61696.706203110225,True,False,416210000.0
Conchalí,Casa,214.65182069558304,45.44587601595467,5,2,3,29,1,Norte,149671.44444242687,False,False,35167000.0
Las Condes,Departamento,121.30612157698629,119.49492541043297,3,1,0,11,7,Este,151364.56006427316,True,True,197166000.0
La Florida,Casa,30.0,30.0,2,1,1,28,1,Oeste,175584.92678220535,True,False,14969000.0
Las Condes,Departamento,164.322409850813,155.36539973955473,5,2,0,2,13,Norte,68780.13126979108,True,True,512663000.0
Puente Alto,Departamento,30.0,25.0,3,3,3,25,2,Oeste,95953.63466445066,False,True,20924000.0
Huechuraba,Departamento,193.8073055360033,82.68393371539128,5,4,2,29,7,Surponiente,131524.77025448615,True,True,162810000.0
La Reina,Departamento,174.17924503711495,25.0,4,1,3,8,15,Oeste,94898.00615938699,False,False,47955000.0
Maipú,Departamento,208.71062520690106,25.0,4,1,1,25,11,Norte,148545.59919039108,False,True,15033000.0
Recoleta,Departamento,133.01327791838634,95.76372190429913,4,3,0,1,2,Norte,144896.6443741968,False,False,108966000.0
Conchalí,Casa,101.9307116409081,74.03392828598554,4,3,0,2,1,Suroriente,143964.7678095533,False,False,57384000.0
Maipú,Casa,97.4949433154888,97.4949433154888,1,1,2,3,1,Oeste,192983.3616652132,False,False,36392000.0
Conchalí,Departamento,92.68699144845515,92.68699144845515,3,3,0,24,11,Sur,152203.85372292247,False,False,54533000.0
Ñuñoa,Departamento,169.05343268373514,139.91583832431684,3,4,0,12,2,Suroriente,127694.55557407132,False,True,265549000.0
Providencia,Casa,155.6135744752939,92.1568170122312,4,1,3,38,1,Nororiente,110323.22567017315,True,False,181104000.0
Puente Alto,Departamento,126.01128167171065,126.01128167171065,1,4,0,34,7,Norponiente,113806.7945911592,True,False,73208000.0
La Florida,Departamento,83.89093460365139,83.89093460365139,4,4,0,22,13,Nororiente,66789.49230799632,False,False,94594000.0
Recoleta,Casa,251.46063156501364,163.69916178268846,1,3,0,8,1,Sur,50000.0,False,False,113078000.0
Independencia,Departamento,165.6187306981435,25.0,4,4,2,1,17,Suroriente,143187.8063865532,False,True,45414000.0
Conchalí,Departamento,40.114404011329555,40.114404011329555,2,3,2,30,21,Norponiente,181181.6468781533,False,True,24626000.0
Maipú,Departamento,94.18719920314365,82.76958040817759,2,2,3,1,12,Suroriente,103494.25383486316,False,False,67039000.0
Puente Alto,Casa,166.5888048704353,25.0,5,3,0,31,1,Norte,199354.70795162988,False,False,18475000.0
Santiago Centro,Casa,80.02305393836579,80.02305393836579,4,4,2,17,1,Norponiente,111174.37834592648,True,False,190776000.0
Recoleta,Casa,137.57739794129444,77.8817784806273,3,2,2,12,1,Surponiente,50000.0,True,False,87552000.0
Santiago Centro,Departamento,167.5398150168074,113.20212993792569,5,3,3,4,8,Oeste,165912.46268648014,False,True,286331000.0
Las Condes,Departamento,30.0,30.0,2,4,1,9,13,Nororiente,96035.58813809275,False,True,97741000.0
La Florida,Casa,114.59811501053748,30.43399532953616,4,1,0,24,1,Norponiente,170438.9338760007,False,False,19268000.0
Macul,Departamento,116.56045767825609,116.56045767825609,5,1,2,33,2,Oeste,56123.625803418,True,False,119346000.0
Macul,Departamento,99.39637721581052,90.25917936882867,4,3,3,36,9,Suroriente,140602.2081073825,False,True,129566000.0
Independencia,Departamento,135.08475674730204,135.08475674730204,2,3,3,29,11,Sur,79976.94582278439,True,True,123818000.0
Ñuñoa,Departamento,152.87598037479373,81.79407084008527,5,1,3,6,24,Norponiente,130070.24332811778,True,False,180745000.0
Maipú,Departamento,127.10254721623046,71.18364429874316,2,4,2,5,6,Oeste,158330.3347287678,True,True,96165000.0
San Miguel,Casa,101.3086302975284,91.08216162755805,1,4,0,2,1,Suroriente,146720.05006469428,False,False,115028000.0
Independencia,Departamento,151.63106498921348,94.07442825519412,2,4,1,12,7,Suroriente,123468.39165150463,False,True,92914000.0
Providencia,Casa,122.45267046371785,63.48860794033058,4,3,0,2,1,Suroriente,51077.04468938886,True,False,201323000.0
Providencia,Departamento,108.4649793402261,70.14781076178865,3,2,3,25,6,Sur,156517.20902758828,True,False,135235000.0
Maipú,Casa,54.38603073305404,40.924978619448424,2,2,3,23,1,Norte,171571.52189978,True,False,29628000.0
San Miguel,Departamento,41.86726073669608,41.86726073669608,3,2,1,5,11,Sur,67850.14879217287,True,False,64155000.0
La Reina,Casa,53.43851036429648,53.43851036429648,1,2,0,11,1,Sur,75198.5392847,False,False,59607000.0
Ñuñoa,Departamento,133.91645306101074,84.50583304375424,5,2,3,35,2,Surponiente,173677.86790164557,True,False,146962000.0
Puente Alto,Casa,116.04606261968242,116.04606261968242,5,3,3,1,1,Nororiente,109577.92187153669,False,False,165120000.0
Conchalí,Departamento,45.98579508962683,45.98579508962683,3,3,0,10,4,Suroriente,76494.33312972092,True,True,32065000.0
San Miguel,Casa,152.29589128969056,32.739280091067435,5,2,3,38,1,Oeste,133627.72067596365,False,False,48214000.0
Macul,Departamento,188.71547565895474,113.89099550226331,2,3,0,33,17,Norponiente,88073.78060227908,True,False,112590000.0
Recoleta,Casa,90.07531916418321,63.0550743586639,3,3,3,25,1,Nororiente,128052.10657029906,False,False,63669000.0
La Reina,Casa,32.9509071315813,32.9509071315813,4,2,0,17,1,Suroriente,99339.6664576826,False,False,62854000.0
Conchalí,Departamento,84.54368075490436,84.54368075490436,2,4,1,20,9,Este,103624.45899597277,False,True,59136000.0
Conchalí,Departamento,162.72303133973472,43.56518161113945,2,3,3,35,1,Sur,175519.86919287257,True,False,23162000.0
La Reina,Casa,147.4264929267387,96.5897514985754,2,4,1,39,1,Este,50000.0,False,False,162403000.0
Las Condes,Departamento,73.87836569942606,73.87836569942606,4,3,3,21,19,Suroriente,147737.53772176223,True,False,271561000.0
Santiago Centro,Casa,196.05860688823708,118.03702861748413,1,3,3,29,1,Nororiente,167272.53891332468,False,False,109431000.0
Conchalí,Casa,187.41400329631995,124.2061346192809,5,2,2,29,1,Oeste,88900.29294111724,False,False,89898000.0
La Reina,Casa,83.34969683616794,83.34969683616794,3,3,0,7,1,Nororiente,166888.26771815753,True,False,201840000.0
San Miguel,Departamento,82.83549985175166,75.58501413678401,1,1,1,33,11,Surponiente,72048.8016579588,False,True,31355000.0
La Reina,Casa,90.35860313102552,90.35860313102552,3,1,1,8,1,Oeste,87000.82271681863,False,False,124025000.0
Huechuraba,Casa,94.6333612305727,94.6333612305727,5,2,1,19,1,Oeste,81241.64782044826,True,False,143916000.0
Independencia,Departamento,167.5269003964222,88.90840241441197,4,4,0,39,13,Suroriente,167564.60818012923,False,True,88361000.0
Vitacura,Departamento,141.2664530238297,79.30975542307894,2,4,2,24,5,Norte,50000.0,False,False,205593000.0
Las Condes,Departamento,163.8539384675294,105.52681030671961,2,4,1,18,20,Suroriente,202007.36130127875,False,False,283058000.0
La Florida,Departamento,153.678257159335,91.54908081478447,4,1,0,4,1,Sur,104753.07169430554,False,True,67328000.0
Vitacura,Casa,205.72635340968662,36.49162304328804,1,4,3,10,1,Nororiente,150745.60770786778,True,False,136776000.0
Independencia,Casa,67.03072280954298,67.03072280954298,1,4,1,14,1,Oeste,146435.39606818656,False,False,54335000.0
Independencia,Casa,139.0179265191958,36.12950364944944,3,2,1,7,1,Suroriente,127561.58941032595,False,False,27249000.0
Independencia,Casa,30.0,30.0,4,4,2,18,1,Suroriente,89965.69692612201,False,False,34905000.0
Vitacura,Departamento,54.15222129515708,54.15222129515708,1,1,1,22,14,Nororiente,182118.6281463927,False,True,44717000.0
Maipú,Casa,116.25733070325765,91.47499216745383,4,1,1,26,1,Nororiente,94257.43671394479,False,False,54727000.0
Santiago Centro,Casa,140.91033063772682,105.62375624796945,5,1,3,39,1,Surponiente,83437.56711395478,False,False,116408000.0
La Reina,Departamento,114.90921289852152,114.90921289852152,2,2,0,31,14,Oeste,163885.51417617666,False,True,118486000.0
Recoleta,Casa,91.6403790593661,91.6403790593661,2,2,0,25,1,Norponiente,127287.4809768435,False,False,50499000.0
Santiago Centro,Casa,100.52910612534811,100.52910612534811,2,3,2,26,1,Surponiente,187891.07875581004,True,False,131910000.0
Macul,Casa,188.4720488212052,164.86991274775698,4,4,3,18,1,Este,116866.64542722501,True,False,329365000.0
San Miguel,Casa,100.79839110599298,100.79839110599298,4,2,0,28,1,Sur,87456.23136521268,True,False,118052000.0
Ñuñoa,Casa,207.4620811021764,101.42759201068796,3,1,3,38,1,Sur,133737.17365119493,True,False,114787000.0
Maipú,Casa,159.70085367705667,47.331155646951366,2,1,0,32,1,Norponiente,97619.14219562983,False,False,17274000.0
La Florida,Departamento,142.87686730741152,85.33480270398422,3,2,3,18,23,Norte,88903.87443471473,False,False,83305000.0
Santiago Centro,Departamento,60.32015448395022,60.32015448395022,2,2,2,36,22,Surponiente,161594.4096827937,True,False,55766000.0
Recoleta,Casa,166.76190806998136,73.95764599502455,3,2,1,18,1,Norponiente,211577.7533637514,True,False,69831000.0
Providencia,Casa,95.31147111257503,95.31147111257503,3,3,2,32,1,Norte,107676.91040407548,True,False,226391000.0
Independencia,Departamento,60.27801209971501,60.27801209971501,5,1,0,15,4,Norte,71262.94068570348,False,True,43277000.0
Conchalí,Casa,145.64218065396886,54.964016891355655,3,3,2,22,1,Norponiente,112327.18250500907,False,False,39835000.0
Macul,Casa,50.60269697167301,50.60269697167301,4,3,1,6,1,Sur,145740.0614947962,True,False,92958000.0
Ñuñoa,Casa,81.8879268935209,81.8879268935209,3,4,2,25,1,Este,132873.9764238735,True,False,186068000.0
Las Condes,Departamento,119.49420442655443,119.49420442655443,2,1,0,31,13,Sur,179711.5847235856,True,False,134890000.0
La Florida,Casa,230.92107120573638,25.0,3,1,0,11,1,Suroriente,153254.491913785,True,False,17890000.0
San Miguel,Departamento,85.65421221037562,85.65421221037562,1,2,2,7,5,Sur,64829.526594504554,True,False,83165000.0
Ñuñoa,Casa,97.08917403497124,67.6594103162445,2,2,1,4,1,Sur,95334.08246796124,False,False,81313000.0
Independencia,Departamento,156.61725272108225,121.11819091171022,1,4,2,27,23,Surponiente,50958.29400123372,True,True,117022000.0
Conchalí,Departamento,58.085215581197694,58.085215581197694,2,3,1,4,7,Norponiente,177233.9672815094,False,False,40220000.0
Maipú,Casa,142.14031905104576,142.14031905104576,4,2,3,25,1,Norponiente,50000.0,True,False,149707000.0
Conchalí,Departamento,180.2963403808294,50.89751498109252,4,2,1,4,1,Suroriente,55833.383468884385,True,True,45017000.0
Vitacura,Casa,104.64525576444494,32.21930651990908,4,1,3,21,1,Suroriente,94409.87669974135,False,False,77619000.0
Conchalí,Departamento,171.30771406984329,147.2138639539171,1,1,2,14,24,Surponiente,148195.87015524085,True,True,50660000.0
Vitacura,Casa,134.5724961605903,95.68223246375999,5,2,1,12,1,Norponiente,93917.32931471744,False,False,310109000.0
Macul,Casa,83.46590180981097,69.9647423479168,2,1,3,27,1,Sur,101738.5293142754,False,False,42153000.0
Maipú,Departamento,110.10976570517468,110.10976570517468,4,4,3,32,21,Este,102723.60633636499,True,False,142688000.0
San Miguel,Casa,101.01213300098789,83.48481690162237,2,2,3,22,1,Norte,128639.1311179123,True,False,96472000.0
Puente Alto,Casa,115.61808710917612,115.61808710917612,1,1,0,32,1,Nororiente,58974.42323649991,False,False,23219000.0
Independencia,Departamento,127.63589496099142,92.6792723127493,5,4,2,17,14,Norte,72641.14759759765,False,False,130315000.0
Vitacura,Casa,149.40999674859285,118.89551713312667,1,1,3,29,1,Suroriente,204046.18493979453,True,False,113839000.0
Las Condes,Casa,145.43341247935678,54.21869243454446,2,1,1,25,1,Suroriente,140119.95485985058,False,False,61697000.0
Conchalí,Departamento,30.0,30.0,5,1,3,15,20,Norte,158039.10859264227,True,False,27637000.0
Conchalí,Departamento,115.13459056139867,115.13459056139867,5,2,0,12,8,Nororiente,122901.42657276083,False,True,87863000.0
Las Condes,Casa,44.52890432966187,44.52890432966187,1,3,2,38,1,Sur,112985.987587863,True,False,81067000.0
San Miguel,Casa,106.21363737663371,45.29320291952025,4,1,0,32,1,Este,142856.547304764,False,False,37404000.0
Providencia,Departamento,113.810520609454,113.810520609454,2,4,0,25,19,Este,156380.68418380665,False,True,250145000.0
Macul,Departamento,168.80741790423545,89.45135602534927,3,2,0,0,1,Norte,162303.78373458594,True,True,110274000.0
La Reina,Casa,118.49422664499502,118.49422664499502,3,2,1,37,1,Nororiente,113672.02200903298,False,False,158907000.0
Puente Alto,Departamento,132.960900917163,77.08702145013565,1,4,2,1,15,Surponiente,167768.82781391605,False,True,77115000.0
La Florida,Casa,159.65281903287146,100.43556258728388,2,1,2,5,1,Suroriente,50000.0,False,False,58886000.0
Recoleta,Casa,181.387612990965,101.88509408477617,2,3,1,37,1,Oeste,164614.35048625607,False,False,74613000.0
Vitacura,Casa,113.84930383215448,25.0,1,1,2,23,1,Sur,98654.7021628099,False,False,22068000.0
Las Condes,Casa,124.70897208402044,113.29792498619324,2,4,0,17,1,Surponiente,147669.12231508485,False,False,295696000.0
Recoleta,Casa,120.50116511211269,120.50116511211269,4,2,2,26,1,Norte,87533.61371520684,False,False,99138000.0
Maipú,Departamento,92.8700517784462,92.8700517784462,1,3,1,7,17,Este,53665.27349611113,True,False,77493000.0
San Miguel,Departamento,81.54423882788052,51.69167004441047,4,2,0,27,13,Suroriente,136985.20156583338,False,False,54368000.0
Vitacura,Departamento,30.0,30.0,2,4,1,9,1,Surponiente,50000.0,False,False,76702000.0
La Reina,Departamento,66.16695327378352,66.16695327378352,1,1,3,16,5,Surponiente,100016.12858886464,True,False,55094000.0
Recoleta,Casa,31.068458339509817,31.068458339509817,2,3,0,28,1,Norponiente,79378.51544479237,False,False,20095000.0
Maipú,Casa,182.75992422266262,87.03491574279825,1,2,0,5,1,Norponiente,111248.37308532618,False,False,43272000.0
Ñuñoa,Casa,129.42080041487142,80.31403096704277,2,2,2,13,1,Nororiente,159860.45597986362,True,False,104969000.0
Independencia,Casa,113.70305135265832,80.14760978532772,4,2,0,21,1,Nororiente,95507.73572727545,False,False,62898000.0
Conchalí,Departamento,84.12574069594592,84.12574069594592,4,1,1,5,15,Norte,135728.8773706306,False,False,51559000.0
Ñuñoa,Casa,121.48896316173119,33.715040197614876,2,3,2,25,1,Surponiente,156967.3019113544,True,False,46754000.0
Vitacura,Casa,77.6010061172333,75.12507356578374,1,1,3,38,1,Oeste,89637.24746031064,True,False,78576000.0
La Reina,Departamento,128.70092783103019,128.70092783103019,3,1,1,11,3,Este,90362.32356404487,False,False,148101000.0
Puente Alto,Departamento,132.28669914606766,132.28669914606766,4,1,3,34,16,Norte,188466.44511001054,False,True,92101000.0
Recoleta,Departamento,76.93081488216282,30.87411648793352,4,4,3,13,14,Oeste,116030.56801110464,True,False,63113000.0
Macul,Departamento,75.9769017588797,44.743455549455646,3,4,3,21,12,Suroriente,145456.93965659372,False,False,71589000.0
Independencia,Casa,168.10996772975588,79.17517681888253,2,4,0,22,1,Nororiente,145078.0546179612,True,False,80575000.0
Vitacura,Casa,117.35700228543499,117.35700228543499,1,3,1,6,1,Norponiente,60100.6196961011,True,False,310156000.0
San Miguel,Departamento,80.94897853675548,25.0,2,1,1,39,17,Sur,81956.20619140024,True,False,17565000.0
Las Condes,Casa,101.47468491552405,87.80765460330088,5,1,0,24,1,Surponiente,138767.36817700102,False,False,171205000.0
Macul,Casa,69.47029566466964,69.47029566466964,4,4,2,12,1,Suroriente,50000.0,True,False,143883000.0
Macul,Casa,116.64082096690416,116.64082096690416,5,1,3,20,1,Norponiente,109435.11914807877,True,False,181468000.0
Macul,Departamento,161.58141538322343,25.0,4,1,1,9,23,Este,76735.80638036088,True,False,29458000.0
Santiago Centro,Casa,118.61646662028693,93.70162461974489,4,2,0,8,1,Este,175525.30709883268,False,False,115842000.0
Vitacura,Departamento,238.18167218376922,74.25562250605626,5,1,3,14,11,Norponiente,137305.77265774747,False,False,206527000.0
Independencia,Casa,141.06797840245008,141.06797840245008,5,2,2,1,1,Suroriente,179562.31486953385,False,False,170130000.0
Conchalí,Casa,131.49772239211063,113.90610585412999,2,1,2,24,1,Norponiente,118043.76832233235,True,False,41277000.0
Conchalí,Casa,74.58489345170972,66.56737362969061,5,3,3,12,1,Oeste,114305.54036164888,False,False,72882000.0
Vitacura,Departamento,108.07332765786666,108.07332765786666,2,4,2,33,11,Norte,104753.52404602175,False,False,301406000.0
Maipú,Casa,81.04930784831538,74.44684586765705,2,2,1,33,1,Nororiente,94846.53002224538,True,False,39515000.0
Santiago Centro,Departamento,30.0,30.0,2,4,1,34,4,Oeste,254232.81695279924,True,False,42184000.0
Las Condes,Departamento,168.71311110644038,80.51692036457688,4,2,1,37,24,Sur,160358.4757896611,False,False,180339000.0
Macul,Departamento,94.42747222248845,94.42747222248845,4,2,2,2,12,Norponiente,66690.57270316087,False,False,132454000.0
Macul,Casa,81.97999628333469,81.97999628333469,5,2,1,5,1,Sur,251965.44345810893,True,False,143873000.0
Vitacura,Casa,130.52850169792325,130.52850169792325,4,3,0,18,1,Sur,99751.00324988634,False,False,389143000.0
Maipú,Casa,145.62497761107585,87.88415978335982,5,1,1,2,1,Oeste,136057.6000088428,True,False,98735000.0
Conchalí,Casa,103.96125835468607,103.96125835468607,4,2,1,17,1,Nororiente,166979.86859359327,True,False,80654000.0
Conchalí,Departamento,119.86991661954909,70.82301033136275,1,3,2,38,5,Suroriente,50000.0,False,False,30632000.0
La Reina,Departamento,157.30937036572016,90.10741363019115,1,2,1,8,6,Este,78633.65991754505,False,False,101404000.0
Vitacura,Departamento,101.99032026950262,25.0,5,1,3,11,1,Norte,202408.2412285345,False,True,65437000.0
Santiago Centro,Casa,135.1166870881667,108.62336066164129,4,2,0,4,1,Surponiente,108758.56683318023,False,False,151165000.0
Providencia,Departamento,37.03776908054249,37.03776908054249,4,3,2,2,18,Este,169933.5058380436,True,True,137865000.0
Santiago Centro,Casa,57.93405007861257,57.93405007861257,2,1,0,10,1,Nororiente,97326.57796768272,False,False,37937000.0
San Miguel,Departamento,150.2769889040202,37.44554168090491,3,3,3,29,9,Surponiente,115247.01972565791,False,True,54429000.0
Conchalí,Casa,55.32206804163508,55.32206804163508,5,1,2,3,1,Este,209262.843303825,False,False,42869000.0
Conchalí,Casa,131.7068773556648,25.0,3,1,2,4,1,Norponiente,141875.61211490113,True,False,16308000.0
Ñuñoa,Departamento,112.65006089014636,112.65006089014636,3,4,1,0,8,Norponiente,102757.61165345006,False,False,246145000.0
Conchalí,Departamento,101.77663687398856,49.73946829161679,5,4,0,26,19,Oeste,85831.8269598576,False,False,44630000.0
Las Condes,Departamento,78.57686155161359,78.57686155161359,4,4,3,27,24,Sur,90406.23037933983,True,False,323367000.0
La Florida,Departamento,165.46700090526878,83.85049710691119,5,1,3,28,16,Surponiente,182078.00153685454,True,True,103084000.0
Vitacura,Casa,206.49455772599177,149.50908142633068,3,2,2,17,1,Nororiente,158274.91543194602,True,False,418296000.0
Recoleta,Departamento,135.00960813000972,93.41125271862954,4,3,1,11,6,Nororiente,62566.168396320434,True,True,122260000.0
Santiago Centro,Departamento,136.12453578364085,122.35571680424039,1,3,2,12,22,Este,124358.92784353516,True,False,175183000.0
La Florida,Departamento,85.8834685071253,85.8834685071253,5,3,2,1,3,Oeste,116659.17640969972,False,False,134714000.0
Maipú,Casa,60.195138408781006,60.195138408781006,5,4,2,36,1,Este,135804.6384784147,True,False,75507000.0
Providencia,Casa,118.01305475969127,80.43505221988165,4,1,2,15,1,Este,89821.4440429315,True,False,178826000.0
Las Condes,Departamento,71.3125176020962,71.3125176020962,1,4,3,23,14,Nororiente,174890.28058247117,True,True,227774000.0
Independencia,Casa,31.36949358420891,25.0,1,2,3,34,1,Este,119933.03613569874,True,False,13245000.0
Huechuraba,Departamento,160.1722906182791,124.29893992004943,4,1,2,21,12,Sur,138671.82587927047,True,False,137826000.0
Santiago Centro,Casa,162.60833941259165,55.335215653434716,2,3,2,35,1,Este,80765.4887942842,True,False,70552000.0
La Florida,Casa,77.05806135234528,70.2900178888019,5,4,1,10,1,Surponiente,83284.3431164719,True,False,134511000.0
Independencia,Casa,132.1982160639622,112.77657067604142,5,4,2,28,1,Sur,252875.55546334502,True,False,160978000.0
Providencia,Casa,170.09761338958833,112.45608199390972,3,2,3,34,1,Nororiente,210003.99762133416,False,False,183509000.0
Ñuñoa,Departamento,130.25133435309394,114.25712054760285,4,2,0,14,18,Oeste,116515.94185585441,False,True,170465000.0
Independencia,Departamento,60.34226769506333,34.553682235790475,3,4,3,30,7,Norponiente,196650.19753634697,False,True,38128000.0
Las Condes,Departamento,108.35532933814507,108.35532933814507,3,2,1,15,7,Surponiente,180636.8757131215,True,True,275444000.0
Las Condes,Casa,186.34047100209955,53.97411527089297,1,3,3,9,1,Sur,88739.44854754304,True,False,131231000.0
Recoleta,Departamento,132.35133218025564,59.30851639099203,5,2,0,31,4,Oeste,83753.33992989323,True,False,52836000.0
Ñuñoa,Departamento,146.95660515914028,115.51586952667314,3,2,2,1,20,Oeste,153433.83126756584,False,True,188479000.0
Huechuraba,Departamento,137.0814609684557,78.53115300955038,1,4,0,23,1,Sur,133003.0319056411,True,False,84154000.0
Vitacura,Casa,77.22443210108733,77.22443210108733,4,4,2,22,1,Nororiente,99899.76918306398,True,False,288901000.0
Independencia,Casa,88.95773903586786,25.0,3,1,2,1,1,Norte,156061.32718743687,True,False,18547000.0
Ñuñoa,Casa,136.94325785258712,101.37297798076926,5,1,3,37,1,Oeste,50000.0,False,False,125248000.0
Las Condes,Departamento,160.8435890010204,98.71327518048861,3,4,3,30,24,Oeste,125750.07639262285,False,True,316214000.0
Las Condes,Departamento,174.99524754589413,69.60565848942866,4,2,3,39,24,Nororiente,58053.8173218622,True,False,186711000.0
La Florida,Departamento,77.09472276159033,25.0,3,2,1,25,9,Nororiente,59700.43282374686,False,False,17109000.0
Conchalí,Casa,141.65602673385968,81.48766954073581,5,1,3,28,1,Este,84661.76051737968,True,False,61331000.0
Huechuraba,Casa,179.3522055859488,88.50504560805548,1,1,1,2,1,Nororiente,138164.36381719942,True,False,47085000.0
Independencia,Departamento,70.64591148559887,70.64591148559887,5,1,3,13,10,Oeste,86238.14955576847,False,True,70653000.0
Recoleta,Casa,194.3373567899887,25.0,1,3,2,24,1,Sur,59094.56960248091,False,False,18803000.0
Recoleta,Casa,201.9470413672095,153.78936029267663,2,3,1,0,1,Norte,143862.46013384734,False,False,153997000.0
Independencia,Casa,251.25431698108304,64.44553888222508,5,1,0,2,1,Suroriente,194637.35222205182,False,False,57647000.0
San Miguel,Casa,131.54667204149973,81.11181348308396,5,2,1,25,1,Este,151942.5217101006,True,False,113472000.0
Macul,Departamento,131.82123381312243,25.0,4,1,1,17,11,Suroriente,210089.9362296823,True,True,30753000.0
Providencia,Casa,161.34971945586588,153.79421394792828,3,3,0,8,1,Sur,190458.9196801294,False,False,347538000.0
Recoleta,Casa,159.89013365247084,71.33800273063775,1,2,1,37,1,Norte,95628.58937450322,False,False,32874000.0
Ñuñoa,Casa,176.31834304978028,93.9385126829681,1,3,2,22,1,Norte,151607.99096820553,True,False,115923000.0
Providencia,Casa,159.2016590232552,134.82949779266605,4,2,3,20,1,Norte,115418.46032224216,True,False,359795000.0
Ñuñoa,Departamento,114.69690454809806,62.947831811334964,4,3,0,0,15,Norponiente,173104.98905990296,True,True,167688000.0
Maipú,Departamento,181.09985604867512,128.52979949546176,3,2,3,20,13,Sur,115409.42213682146,True,False,133214000.0
Las Condes,Casa,66.43729251536371,25.0,3,2,2,26,1,Surponiente,80565.17453953667,False,False,43476000.0
Conchalí,Casa,120.29261683626882,112.03946630285253,5,2,0,5,1,Este,188670.2971175127,False,False,92701000.0
La Florida,Casa,198.18678080248998,152.8896866607861,2,2,3,35,1,Este,135889.77753616846,False,False,93246000.0
Recoleta,Casa,57.48767509398403,57.48767509398403,3,4,3,27,1,Norte,86823.51643453844,True,False,78997000.0
Conchalí,Casa,86.12621715014185,86.12621715014185,4,3,2,16,1,Sur,95063.68499630885,True,False,79085000.0
Conchalí,Casa,153.58736455386457,153.58736455386457,3,3,3,39,1,Norponiente,86503.96777807579,False,False,102041000.0
Conchalí,Departamento,139.69559866180762,79.80632647783924,1,4,2,2,7,Norte,69912.62836451418,False,False,58012000.0
Macul,Casa,76.24872961718776,76.24872961718776,2,2,1,11,1,Nororiente,96124.23288782247,False,False,65990000.0
Providencia,Departamento,99.19029986349298,54.06825016670784,5,2,2,38,18,Surponiente,138651.06068656032,True,True,137443000.0
Ñuñoa,Departamento,60.960896867483044,60.960896867483044,1,3,1,11,18,Suroriente,123203.033509309,False,True,74570000.0
Puente Alto,Casa,169.0242499760286,57.38560438909519,1,4,0,1,1,Este,98089.15318089204,True,False,57518000.0
Maipú,Departamento,107.20593211647342,54.03555606291091,2,2,3,21,9,Suroriente,194775.3734398612,False,True,40291000.0
Santiago Centro,Departamento,209.6077955380316,137.95341186845425,5,2,2,22,24,Oeste,50000.0,False,False,225940000.0
Conchalí,Departamento,124.05501220200108,58.402958988469614,4,2,2,29,2,Norte,135306.79575778553,False,False,30437000.0
Vitacura,Departamento,109.01298482985617,100.34087658878492,5,1,3,4,8,Nororiente,112862.03725912032,True,True,376082000.0
Providencia,Departamento,104.15891193541012,91.52933740864951,3,4,3,8,20,Este,71490.93851017598,True,False,390705000.0
Recoleta,Departamento,107.79000824037858,107.79000824037858,1,2,0,20,2,Suroriente,138222.71728938588,True,False,57828000.0
Huechuraba,Casa,125.54105475669014,69.87375071779945,3,1,0,10,1,Surponiente,109012.58938194225,True,False,61989000.0
Recoleta,Departamento,245.62037882891593,105.24592186617289,4,4,2,4,7,Norponiente,182353.6733106947,True,False,204536000.0
La Florida,Departamento,103.05701649503203,103.05701649503203,3,2,0,34,6,Sur,163403.26212057332,True,False,77790000.0
Santiago Centro,Departamento,104.68232696143453,104.68232696143453,5,3,1,26,10,Este,215306.53681869927,False,True,181692000.0
