id,name,unit,source,sourceNote,sourceOrganization,topics,tema_id
LO.SACMEQ.MAT,SACMEQ: Mean performance on the mathematics scale,,"{'id': '12', 'value': 'Education Statistics'}","Mean performance on the mathematics scale is the mean mathematics score for 6th grade students. Mean scores are on SACMEQ scales for mathematics, which have averages of 500 and standard deviations of 100. Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/","Southern and Eastern Africa Consortium for Monitoring Educational Quality (SACMEQ) Data Archive, www.sacmeq.org","[{'id': '4', 'value': 'Education '}]",4
LO.SACMEQ.MAT.FE,"SACMEQ: Mean performance on the mathematics scale, female",,"{'id': '12', 'value': 'Education Statistics'}","Mean performance on the mathematics scale, female is the mean mathematics score for female 6th grade students. Mean scores are on SACMEQ scales for mathematics, which have averages of 500 and standard deviations of 100. Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/","Southern and Eastern Africa Consortium for Monitoring Educational Quality (SACMEQ) Data Archive, www.sacmeq.org","[{'id': '4', 'value': 'Education '}]",4
LO.SACMEQ.MAT.MA,"SACMEQ: Mean performance on the mathematics scale, male",,"{'id': '12', 'value': 'Education Statistics'}","Mean performance on the mathematics scale, male is the mean mathematics score for male 6th grade students. Mean scores are on SACMEQ scales for mathematics, which have averages of 500 and standard deviations of 100. Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/","Southern and Eastern Africa Consortium for Monitoring Educational Quality (SACMEQ) Data Archive, www.sacmeq.org","[{'id': '4', 'value': 'Education '}]",4
LO.SACMEQ.REA,"SACMEQ: Mean performance on the reading scale, total",,"{'id': '12', 'value': 'Education Statistics'}","Mean performance on the reading scale, total is the mean reading score for all 6th grade students. Mean scores are on SACMEQ scales for reading, which have averages of 500 and standard deviations of 100. Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/","Southern and Eastern Africa Consortium for Monitoring Educational Quality (SACMEQ) Data Archive, www.sacmeq.org","[{'id': '4', 'value': 'Education '}]",4
LO.SACMEQ.REA.FE,"SACMEQ: Mean performance on the reading scale, female",,"{'id': '12', 'value': 'Education Statistics'}","Mean performance on the reading scale, female is the mean reading score for female 6th grade students. Mean scores are on SACMEQ scales for reading, which have averages of 500 and standard deviations of 100. Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/","Southern and Eastern Africa Consortium for Monitoring Educational Quality (SACMEQ) Data Archive, www.sacmeq.org","[{'id': '4', 'value': 'Education '}]",4
LO.SACMEQ.REA.MA,"SACMEQ: Mean performance on the reading scale, male",,"{'id': '12', 'value': 'Education Statistics'}","Mean performance on the reading scale, male is the mean reading score for male 6th grade students. Mean scores are on SACMEQ scales for reading, which have averages of 500 and standard deviations of 100. Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/","Southern and Eastern Africa Consortium for Monitoring Educational Quality (SACMEQ) Data Archive, www.sacmeq.org","[{'id': '4', 'value': 'Education '}]",4
LO.TIMSS.MAT4,"TIMSS: Mean performance on the mathematics scale for fourth grade students, total",,"{'id': '12', 'value': 'Education Statistics'}","TIMSS: Mean performance on the mathematics scale for fourth grade students, total is the average scale score for 4th graders on the mathematics assessment. The scale centerpoint is 500. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,"[{'id': '4', 'value': 'Education '}]",4
LO.TIMSS.MAT4.ADV,TIMSS: Fourth grade students reaching the advanced international benchmark of mathematics achievement (%),,"{'id': '12', 'value': 'Education Statistics'}","TIMSS: Fourth grade students reaching the advanced international benchmark of mathematics achievement (%) is the share of 4th grade students scoring at least 625 on the mathematics assessment. Students at this benchmark can apply their understanding and knowledge in a variety of relatively complex situations and explain their reasoning. They can solve a variety of multi-step word problems involving whole numbers. Students at this level show an increasing understanding of fractions and decimals. They can apply knowledge of a range of two- and three-dimensional shapes in a variety of situations. They can interpret and represent data to solve multi-step problems. Data reflect country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,"[{'id': '4', 'value': 'Education '}]",4
LO.TIMSS.MAT4.BL,TIMSS: Fourth grade students who did not reach the low international benchmark of mathematics achievement (%),,"{'id': '12', 'value': 'Education Statistics'}","TIMSS: Fourth grade students who did not reach the low international benchmark of mathematics achievement (%) is the share of 4th grade students scoring below 400 on the mathematics assessment. The indicator is the percentage of students with achievement too low for estimation on TIMSS and TIMSS Numeracy combined. Students were considered to have achievement too low for estimation if their performance on the assessment was no better than could be achieved by simply guessing on the multiple-choice assessment items. Data reflect country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,"[{'id': '4', 'value': 'Education '}]",4
LO.TIMSS.MAT4.FE,"TIMSS: Mean performance on the mathematics scale for fourth grade students, female",,"{'id': '12', 'value': 'Education Statistics'}","TIMSS: Mean performance on the mathematics scale for fourth grade students, female is the average scale score for female 4th graders on the mathematics assessment. The scale centerpoint is 500. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,"[{'id': '4', 'value': 'Education '}]",4
LO.TIMSS.MAT4.HI,TIMSS: Fourth grade students reaching the high international benchmark of mathematics achievement (%),,"{'id': '12', 'value': 'Education Statistics'}","TIMSS: Fourth grade students reaching the high international benchmark of mathematics achievement (%) is the share of 4th grade students scoring at least 550 on the mathematics assessment. Students at this benchmark can apply conceptual understanding to solve problems. They can apply conceptual understanding of whole numbers to solve two-step word problems. They show understanding of the number line, multiples, factors, and rounding numbers, and operations with fractions and decimals. Students can solve simple measurement problems. They demonstrate understanding of geometric properties of shapes and angles. Students can interpret and use data in tables and a variety of graphs to solve problems. Data reflect country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,"[{'id': '4', 'value': 'Education '}]",4
LO.TIMSS.MAT4.INT,TIMSS: Fourth grade students reaching the intermediate international benchmark of mathematics achievement (%),,"{'id': '12', 'value': 'Education Statistics'}","TIMSS: Fourth grade students reaching the intermediate international benchmark of mathematics achievement (%) is the share of 4th grade students scoring at least 475 on the mathematics assessment. Students at this benchmark can apply basic mathematical knowledge in simple situations. They can compute with three- and four-digit whole numbers in a variety of situations. They have some understanding of decimals and fractions. Students can identify and draw shapes with simple properties. They can read, label, and interpret information in graphs and tables. Data reflect country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,"[{'id': '4', 'value': 'Education '}]",4
LO.TIMSS.MAT4.LOW,TIMSS: Fourth grade students reaching the low international benchmark of mathematics achievement (%),,"{'id': '12', 'value': 'Education Statistics'}","TIMSS: Fourth grade students reaching the low international benchmark of mathematics achievement (%) is the share of 4th grade students scoring at least 400 on the mathematics assessment. Students at this benchmark have some basic mathematical knowledge. They can add, subtract, multiply, and divide one- and two-digit whole numbers. They can solve simple word problems. They have some knowledge of simple fractions and common geometric shapes. Students can read and complete simple bar graphs and tables. Data reflect country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,"[{'id': '4', 'value': 'Education '}]",4
LO.TIMSS.MAT4.MA,"TIMSS: Mean performance on the mathematics scale for fourth grade students, male",,"{'id': '12', 'value': 'Education Statistics'}","TIMSS: Mean performance on the mathematics scale for fourth grade students, male is the average scale score for male 4th graders on the mathematics assessment. The scale centerpoint is 500. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,"[{'id': '4', 'value': 'Education '}]",4
LO.TIMSS.MAT8,"TIMSS: Mean performance on the mathematics scale for eighth grade students, total",,"{'id': '12', 'value': 'Education Statistics'}","TIMSS: Mean performance on the mathematics scale for eighth grade students, total is the average scale score for 8th graders on the mathematics assessment. The scale centerpoint is 500. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,"[{'id': '4', 'value': 'Education '}]",4
LO.TIMSS.MAT8.ADV,TIMSS: Eighth grade students reaching the advanced international benchmark of mathematics achievement (%),,"{'id': '12', 'value': 'Education Statistics'}","TIMSS: Eighth grade students reaching the advanced international benchmark of mathematics achievement (%) is the share of 8th grade students scoring at least 625 on the mathematics assessment. Students can apply and reason in a variety of problem situations, solve linear equations, and make generalizations. They can solve a variety of fraction, proportion, and percent problems and justify their conclusions. They can understand linear functions and algebraic expressions. Students can use their knowledge of geometric figures to solve a wide range of problems involving angles, area, and surface area. They can calculate means and medians, and understand how changing data points can impact the mean. Students can interpret a wide variety of data displays to draw and justify conclusions, and solve multistep problems. They can solve problems involving expected values. Data reflect country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,"[{'id': '4', 'value': 'Education '}]",4
LO.TIMSS.MAT8.BL,TIMSS: Eighth grade students who did not reach the low international benchmark of mathematics achievement (%),,"{'id': '12', 'value': 'Education Statistics'}","TIMSS: Eighth grade students who did not reach the low international benchmark of mathematics achievement (%) is the share of 8th grade students scoring below 400 on the mathematics assessment. It is the percentage of students with achievement too low for estimation. Students were considered to have achievement too low for estimation if their performance on the assessment was no better than could be achieved by simply guessing on the multiple-choice assessment items. However, such students were assigned scale scores (plausible values) by the achievement scaling procedure, despite concerns about their reliability. Data reflect country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,"[{'id': '4', 'value': 'Education '}]",4
LO.TIMSS.MAT8.FE,"TIMSS: Mean performance on the mathematics scale for eighth grade students, female",,"{'id': '12', 'value': 'Education Statistics'}","TIMSS: Mean performance on the mathematics scale for eighth grade students, female is the average scale score for female 8th graders on the mathematics assessment. The scale centerpoint is 500. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,"[{'id': '4', 'value': 'Education '}]",4
LO.TIMSS.MAT8.HI,TIMSS: Eighth grade students reaching the high international benchmark of mathematics achievement (%),,"{'id': '12', 'value': 'Education Statistics'}","TIMSS: Eighth grade students reaching the high international benchmark of mathematics achievement (%) is the share of 8th grade students scoring at least 550 on the mathematics assessment. Students at this benchmark can apply their understanding and knowledge in a variety of relatively complex situations. They can solve problems with fractions, decimals, ratios, and proportions. Students at this level show basic procedural knowledge related to algebraic expressions and equations. They can solve a variety of problems with angles, including problems involving triangles, parallel lines, rectangles, and congruent and similar figures. Students can interpret data in a variety of graphs and solve simple problems involving outcomes and probabilities. Data reflect country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,"[{'id': '4', 'value': 'Education '}]",4
LO.TIMSS.MAT8.INT,TIMSS: Eighth grade students reaching the intermediate international benchmark of mathematics achievement (%),,"{'id': '12', 'value': 'Education Statistics'}","TIMSS: Eighth grade students reaching the intermediate international benchmark of mathematics achievement (%) is the share of 8th grade students scoring at least 475 on the mathematics assessment. Students at this benchmark can  apply basic mathematical knowledge in a variety of situations. They can solve problems involving whole numbers, negative numbers, fractions, decimals, and ratios. Students have some basic knowledge about properties of two-dimensional shapes. They can read and interpret data in graphs and have some rudimentary knowledge of probability. Data reflect country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,"[{'id': '4', 'value': 'Education '}]",4
LO.TIMSS.MAT8.LOW,TIMSS: Eighth grade students reaching the low international benchmark of mathematics achievement (%),,"{'id': '12', 'value': 'Education Statistics'}","TIMSS: Eighth grade students reaching the low international benchmark of mathematics achievement (%) is the share of 8th grade students scoring at least 400 on the mathematics assessment. Students at this benchmark have some knowledge of whole numbers and basic graphs. Data reflect country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,"[{'id': '4', 'value': 'Education '}]",4
LO.TIMSS.MAT8.MA,"TIMSS: Mean performance on the mathematics scale for eighth grade students, male",,"{'id': '12', 'value': 'Education Statistics'}","TIMSS: Mean performance on the mathematics scale for eighth grade students, male is the average scale score for male 8th graders on the mathematics assessment. The scale centerpoint is 500. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,"[{'id': '4', 'value': 'Education '}]",4
LO.TIMSS.SCI4,"TIMSS: Mean performance on the science scale for fourth grade students, total",,"{'id': '12', 'value': 'Education Statistics'}","TIMSS: Mean performance on the science scale for fourth grade students, total is the average scale score for 4th graders on the science assessment. The scale centerpoint is 500. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,"[{'id': '4', 'value': 'Education '}]",4
LO.TIMSS.SCI4.ADV,TIMSS: Fourth grade students reaching the advanced international benchmark of science achievement (%),,"{'id': '12', 'value': 'Education Statistics'}","TIMSS: Fourth grade students reaching the advanced international benchmark of science achievement (%) is the share of 4th grade students scoring at least 625 on the science assessment. Students reaching this benchmark can communicate their understanding of life, physical, and Earth sciences and demonstrate some knowledge of the process of scientific inquiry. Students demonstrate knowledge of characteristics and life processes of a variety of organisms. They can communicate understanding of relationships in ecosystems and interactions between organisms and their environment. They communicate understanding of properties and states of matter and physical and chemical changes. Students communicate understanding of Earth’s physical characteristics, processes, and history and show knowledge of Earth’s revolution and rotation. Data reflect country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,"[{'id': '4', 'value': 'Education '}]",4
LO.TIMSS.SCI4.BL,TIMSS: Fourth grade students who did not reach the low international benchmark of science achievement (%),,"{'id': '12', 'value': 'Education Statistics'}","TIMSS: Fourth grade students who did not reach the low international benchmark of science achievement (%) is the share of 4th grade students scoring below 400 on the science assessment. The indicator is the percentage of students with achievement too low for estimation. Students were considered to have achievement too low for estimation if their performance on the assessment was no better than could be achieved by simply guessing on the multiple-choice assessment items. Data reflect country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,"[{'id': '4', 'value': 'Education '}]",4
LO.TIMSS.SCI4.FE,"TIMSS: Mean performance on the science scale for fourth grade students, female",,"{'id': '12', 'value': 'Education Statistics'}","TIMSS: Mean performance on the science scale for fourth grade students, female is the average scale score for female 4th graders on the science assessment. The scale centerpoint is 500. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,"[{'id': '4', 'value': 'Education '}]",4
LO.TIMSS.SCI4.HI,TIMSS: Fourth grade students reaching the high international benchmark of science achievement (%),,"{'id': '12', 'value': 'Education Statistics'}","TIMSS: Fourth grade students reaching the high international benchmark of science achievement (%) is the share of 4th grade students scoring at least 550 on the science assessment. Students reaching this benchmark  can communicate and apply knowledge of life, physical, and Earth sciences. Students communicate knowledge of characteristics of plants, animals, and their life cycles, and apply knowledge of ecosystems and of humans’ and organisms’ interactions with their environment. Students demonstrate knowledge of states and properties of matter and of energy transfer in practical contexts, and show some understanding of forces and motion. Students know various facts about the Earth’s physical characteristics and show basic understanding of the Earth-Moon-Sun system. Data reflect country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,"[{'id': '4', 'value': 'Education '}]",4
LO.TIMSS.SCI4.INT,TIMSS: Fourth grade students reaching the intermediate international benchmark of science achievement (%),,"{'id': '12', 'value': 'Education Statistics'}","TIMSS: Fourth grade students reaching the intermediate international benchmark of science achievement (%) is the share of 4th grade students scoring at least 475 on the science assessment. Students reaching this benchmark show knowledge and understanding of some aspects of science. Students demonstrate some basic knowledge of plants and animals. They demonstrate knowledge about some properties of matter and some facts related to electricity, and can apply elementary knowledge of forces and motion. They show some understanding of Earth’s physical characteristics. Data reflect country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,"[{'id': '4', 'value': 'Education '}]",4
LO.TIMSS.SCI4.LOW,TIMSS: Fourth grade students reaching the low international benchmark of science achievement (%),,"{'id': '12', 'value': 'Education Statistics'}","TIMSS: Fourth grade students reaching the low international benchmark of science achievement (%) is the share of 4th grade students scoring at least 400 on the science assessment. Students reaching this benchmark show limited understanding of scientific concepts and limited knowledge of foundational science facts. Data reflect country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,"[{'id': '4', 'value': 'Education '}]",4
LO.TIMSS.SCI4.MA,"TIMSS: Mean performance on the science scale for fourth grade students, male",,"{'id': '12', 'value': 'Education Statistics'}","TIMSS: Mean performance on the science scale for fourth grade students, male is the average scale score for male 4th graders on the science assessment. The scale centerpoint is 500. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,"[{'id': '4', 'value': 'Education '}]",4
LO.TIMSS.SCI8,"TIMSS: Mean performance on the science scale for eighth grade students, total",,"{'id': '12', 'value': 'Education Statistics'}","TIMSS: Mean performance on the science scale for eighth grade students, total is the average scale score for 8th graders on the science assessment. The scale centerpoint is 500. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,"[{'id': '4', 'value': 'Education '}]",4
LO.TIMSS.SCI8.ADV,TIMSS: Eighth grade students reaching the advanced international benchmark of science achievement (%),,"{'id': '12', 'value': 'Education Statistics'}","TIMSS: Eighth grade students reaching the advanced international benchmark of science achievement (%) is the share of 8th grade students scoring at least 625 on the science assessment. Students at this benchmark can communicate understanding of concepts related to biology, chemistry, physics, and Earth science in a variety of contexts. Students can classify animals into taxonomic groups. They can apply knowledge of cell structures and their functions. Students show some understanding of diversity, adaptation, and natural selection. They also recognize the interdependence of populations of organisms in an ecosystem. Students demonstrate knowledge of the composition of matter and the periodic table of the elements. Students use physical properties of matter to sort, classify, and compare substances and materials. They also recognize evidence that a chemical reaction has occurred. Students communicate understanding of particle spacing and motion in different physical states. Students apply knowledge of energy transfer and electrical circuits, can relate the properties of light and sound to common phenomena, and demonstrate understanding of forces in everyday contexts. Students communicate understanding of Earth’s structure, physical features, and processes. They demonstrate knowledge of the Earth’s resources and their conservation. Data reflect country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,"[{'id': '4', 'value': 'Education '}]",4
LO.TIMSS.SCI8.BL,TIMSS: Eighth grade students who did not reach the low international benchmark of science achievement (%),,"{'id': '12', 'value': 'Education Statistics'}","TIMSS: Eighth grade students who did not reach the low international benchmark of science achievement (%) is the share of 8th grade students scoring below 400 on the science assessment. It is the percentage of students with achievement too low for estimation. Students were considered to have achievement too low for estimation if their performance on the assessment was no better than could be achieved by simply guessing on the multiple-choice assessment items. However, such students were assigned scale scores (plausible values) by the achievement scaling procedure, despite concerns about their reliability. Data reflect country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,"[{'id': '4', 'value': 'Education '}]",4
LO.TIMSS.SCI8.FE,"TIMSS: Mean performance on the science scale for eighth grade students, female",,"{'id': '12', 'value': 'Education Statistics'}","TIMSS: Mean performance on the science scale for eighth grade students, female is the average scale score for female 8th graders on the science assessment. The scale centerpoint is 500. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,"[{'id': '4', 'value': 'Education '}]",4
LO.TIMSS.SCI8.HI,TIMSS: Eighth grade students reaching the high international benchmark of science achievement (%),,"{'id': '12', 'value': 'Education Statistics'}","TIMSS: Eighth grade students reaching the high international benchmark of science achievement (%) is the share of 8th grade students scoring at least 550 on the science assessment. Students at this benchmark can apply understanding of concepts from biology, chemistry, physics, and Earth science. Students can apply knowledge of the characteristics of groups of animals, life processes in humans, cells and their functions, genetic inheritance, ecosystems, and nutrition. Students show some knowledge and understanding of the composition and properties of matter and chemical reactions. They can apply basic knowledge of energy transformation and transfer, electrical circuits, properties of magnets, light, sound, and forces. They can apply knowledge of Earth’s physical features, processes, cycles, and history, and show some understanding of Earth’s resources and their use. Data reflect country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,"[{'id': '4', 'value': 'Education '}]",4
LO.TIMSS.SCI8.INT,TIMSS: Eighth grade students reaching the intermediate international benchmark of science achievement (%),,"{'id': '12', 'value': 'Education Statistics'}","TIMSS: Eighth grade students reaching the intermediate international benchmark of science achievement (%) is the share of 8th grade students scoring at least 475 on the science assessment. Students at this benchmark can show and apply some knowledge of biology and the physical sciences. Students demonstrate some knowledge of characteristics of animals and apply knowledge of ecosystems. They show some knowledge of the properties of matter, chemical changes, and a few physics concepts. Data reflect country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,"[{'id': '4', 'value': 'Education '}]",4
LO.TIMSS.SCI8.LOW,TIMSS: Eighth grade students reaching the low international benchmark of science achievement (%),,"{'id': '12', 'value': 'Education Statistics'}","TIMSS: Eighth grade students reaching the low international benchmark of science achievement (%) is the share of 8th grade students scoring at least 400 on the science assessment. Students at this benchmark show  limited understanding of scientific principles and concepts and limited knowledge of science facts. Data reflect country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,"[{'id': '4', 'value': 'Education '}]",4
LO.TIMSS.SCI8.MA,"TIMSS: Mean performance on the science scale for eighth grade students, male",,"{'id': '12', 'value': 'Education Statistics'}","TIMSS: Mean performance on the science scale for eighth grade students, male is the average scale score for male 8th graders on the science assessment. The scale centerpoint is 500. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,"[{'id': '4', 'value': 'Education '}]",4
SABER.GRVT.GOAL5,"SABER: (Engaging the Private Sector, Government funded) Policy Goal 5: Encouraging innovation by providers",,"{'id': '12', 'value': 'Education Statistics'}","Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm","Systems Approach for Better Education Results (SABER), World Bank","[{'id': '4', 'value': 'Education '}]",4
SABER.GRVT.GOAL5.LVL1,"SABER: (Engaging the Private Sector, Government funded) Policy Goal 5 Lever 1: Teacher standards",,"{'id': '12', 'value': 'Education Statistics'}","Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm","Systems Approach for Better Education Results (SABER), World Bank","[{'id': '4', 'value': 'Education '}]",4
SABER.GRVT.GOAL5.LVL2,"SABER: (Engaging the Private Sector, Government funded) Policy Goal 5 Lever 2: Appointment and deployment of teachers",,"{'id': '12', 'value': 'Education Statistics'}","Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm","Systems Approach for Better Education Results (SABER), World Bank","[{'id': '4', 'value': 'Education '}]",4
SABER.GRVT.GOAL5.LVL3,"SABER: (Engaging the Private Sector, Government funded) Policy Goal 5 Lever 3: Teacher salaries",,"{'id': '12', 'value': 'Education Statistics'}","Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm","Systems Approach for Better Education Results (SABER), World Bank","[{'id': '4', 'value': 'Education '}]",4
SABER.GRVT.GOAL5.LVL4,"SABER: (Engaging the Private Sector, Government funded) Policy Goal 5 Lever 4: Teacher dismissal",,"{'id': '12', 'value': 'Education Statistics'}","Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm","Systems Approach for Better Education Results (SABER), World Bank","[{'id': '4', 'value': 'Education '}]",4
SABER.GRVT.GOAL5.LVL5,"SABER: (Engaging the Private Sector, Government funded) Policy Goal 5 Lever 5: Curriculum delivery",,"{'id': '12', 'value': 'Education Statistics'}","Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm","Systems Approach for Better Education Results (SABER), World Bank","[{'id': '4', 'value': 'Education '}]",4
